id,image_title_vernacular,image_title_latin,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,first_coronation,coronation_dates,strongest_evidence,popes,legates,confidence,source_count
matka-boza-laskawa-wroclaw,Matka Boża Łaskawa,Beata Maria Virgo divinae Gratiae,Blessed Virgin Mary,Templum paroeciale S. Caroli Borromaei,Wrocław,Wratislaviensis,Wrocław,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-boza-adorujaca-matka-boza-sobieska-wroclaw,Matka Boża Adorująca (Matka Boża Sobieska),Beata Maria Virgo « Mater Adorans »,Blessed Virgin Mary,Templum cathedrale Sancto Ioanni Baptistae dicatum,Wrocław,Vratislaviensis,Wrocław,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-zwycieska-mariampolska-wroclaw-wrocla,"Matka Boża Zwycięska (Mariampolska), Wrocław",imago Beatae Mariae Victricis,Blessed Virgin Mary,"templum B.M.V. « in Arena » (Wrocław, NMP na Piasku)",Wrocław (Vratislavia),Vratislaviensis,Wrocław,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
b-m-v-de-consolatione-imago-wlodawa-orchowek,,B. M. V. de Consolatione imago,Blessed Virgin Mary,parish church of Włodawa-Orchówek,Włodawa-Orchówek,Siedlcensis,Siedlce,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-fatimska-zakopane-krzeptowki-zakopane,"Matka Boża Fatimska, Zakopane-Krzeptówki",B. M. V. signum,Blessed Virgin Mary,ecclesia paroecialis Zakopane-Krzeptówki,Zakopane-Krzeptówki,Cracoviensis,Kraków,Poland,1987-10-11,1987-10-11,papal_personal_coronation,Ioannes Paulus PP. II,,medium,1
obraz-matki-bozej-z-zielenic-zieleniecki-obraz-b,Obraz Matki Bożej z Zielenic (zieleniecki obraz Bogarodzicy),,Blessed Virgin Mary,sanktuarium w Zielenicach (sanctuary of Zielenice),Zielenice,,Kielce,Poland,1983-06-19,1983-06-19,papal_personal_coronation,Ioannes Paulus PP. II,,high,1
matka-boza-lakowska-laki-bratianskie,Matka Boża Łąkowska,,Blessed Virgin Mary with Child (standing; wooden statuette),,Łąki Bratiańskie,,,Poland,1752-06-04,1752-06-04,chapter_decree,,,low,1
deiparae-immaculatae-simulacrum-braga,,Deiparae Immaculatae simulacrum,Blessed Virgin Mary,Sanctuarium « Monte do Sameiro »,Braga,Bracarensis,Braga,Portugal,1904,1904,retrospective_attestation,Pius PP. XII,,medium,1
nossa-senhora-de-fatima-fatima,Nossa Senhora de Fátima,Beata Maria Virgo a Sacratissimo Rosario (Imago Deiparae a Fatima),Blessed Virgin Mary,Ecclesia principalis B. Mariae V. a Sacratissimo Rosario (Basilica of Our Lady of the Rosary),Fátima,Leiriensis,Leiria,Portugal,1946-05-13,1946-05-13,papal_legate_deputation,Paulus PP. VI; Pius PP. XII,Benedictus S. R. E. Cardinalis Aloisi Masella,high,7
nuestra-senora-de-monserrate-hormigueros,Nuestra Señora de Monserrate,Imago Beatae Mariae Virginis sub titulo « Nuestra Señora de Monserrate »,Blessed Virgin Mary,Sacrarium « Nuestra Señora de Monserrate »,Hormigueros,Maiaguezensis,Mayagüez,Puerto Rico,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
sedembolestna-panna-maria-sastin-sastin-straze,Sedembolestná Panna Mária (Šaštín),pervetustum Beatae Mariae Virginis Dolorosae simulacrum (Virgo Perdolens seu a septem Doloribus),Blessed Virgin Mary,Sanctuarium Beatissimae Virginis Mariae Septem Dolorum in oppido « Sassinio »,Šaštín-Stráže,Administratio Apostolica Tyrnaviensis,Trnava,Slovakia,1864,1864,retrospective_attestation,Paulus PP. VI,,medium,1
santa-maria-delle-grazie-mons-sanctus-prope-urbe,Santa Maria delle Grazie,Beata Maria Virgo Gratiarum in Monte Sancto (Deipara Virgo Opifera),Blessed Virgin Mary,Ecclesia Beatae Mariae Virginis Gratiarum in Monte Sancto,"Mons Sanctus prope Urbem Goritiam (Monte Santo / Sveta Gora, near Gorizia)",Goritiensis,Gorizia,Slovenia,1717,1717,chapter_decree,Pius PP. X,,medium,2
nuestra-senora-de-la-pena-de-francia-spain,Nuestra Señora de la Peña de Francia,Beata Maria Virgo « Peña de Francia »,Blessed Virgin Mary,sacra aedes seu sanctuarium Beatae Mariae Virginis « Peña de Francia » (entrusted to the Order of Preachers),,Salmantina,Salamanca,Spain,1952,1952,retrospective_attestation,Paulus PP. VI,,high,1
nuestra-senora-del-remedio-alicante-lucentum,Nuestra Señora del Remedio,,Blessed Virgin Mary,"Ecclesia concathedralis S. Nicolai, Alicante",Alicante (Lucentum),Oriolensis-Lucentinus,Orihuela-Alicante,Spain,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
virgen-de-la-cabeza-andujar,Virgen De La Cabeza,Beata Maria Virgo « de la Cabeza »,Blessed Virgin Mary,Santuario de Nuestra Señora de la Cabeza,Andújar,Giennensis,Jaén,Spain,1909-04-23,1909-04-23; 1960,chapter_decree,Ioannes PP. XXIII,,high,3
nuestra-senora-de-aranzazu-aranzazu-near-onate-g,Nuestra Senora de Aranzazu,Beata Maria Virgo de Aranzazu,Blessed Virgin Mary,Sanctuarium Beatae Mariae Virginis de Aranzazu (Franciscan friars),"Aranzazu, near Onate (Guipuzcoa)",Victoriensis,Vitoria,Spain,1886-06-06,1886-06-06,chapter_decree,Benedictus PP. XV,,medium,2
mare-de-deu-de-la-merce-nuestra-senora-de-la-mer,Mare de Déu de la Mercè / Nuestra Señora de la Merced,"pervetus Virginis Mercedoniae simulacrum, catalaunica arte ex ligno mirifice sculptum",Blessed Virgin Mary,Regale templum parochiale B. Mariae Virginis de Mercede,Barcelona,Barcinonensis,Barcelona,Spain,,,retrospective_attestation,Benedictus PP. XV,,high,1
virgen-de-begona-bilbao,Virgen de Begoña,,Blessed Virgin Mary,Basílica de Begoña,Bilbao,,,Spain,1900-09-08,1900-09-08,chapter_decree,,,medium,1
nuestra-senora-de-la-misericordia-mare-de-deu-de,"Nuestra Señora de la Misericordia (Mare de Déu de la Misericòrdia), Burriana",,Blessed Virgin Mary,,Burriana (Borriana),Segobricensis-Castellionensis,Segorbe-Castellón,Spain,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
nuestra-senora-de-la-misericordia-canet-de-mar,Nuestra Señora de la Misericordia,Beata Maria semper Virgo a Misericordia,Blessed Virgin Mary,Sanctuarium B. Mariae semper Virginis a Misericordia / ecclesia paroecialis loci « Canet de Mar »,Canet de Mar,Gerundensis,Girona,Spain,1907,1907,retrospective_attestation,Pius PP. XII,,high,1
nuestra-senora-de-la-fuensanta-cordoba,Nuestra Señora de la Fuensanta,Beata Maria Virgo titulo « Nuestra Señora de la Fuensanta »,Blessed Virgin Mary,,Córdoba,Cordubensis,Córdoba,Spain,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
nuestra-senora-de-uribarri-durango-vizcaya,Nuestra Señora de Uribarri,Beata Maria Virgo de Uribarri,Blessed Virgin Mary,Templum archipresbyterale de Durango,Durango (Vizcaya),Victoriensis,Vitoria,Spain,,,papal_coronation_act,Pius PP. XII,,high,1
virgen-de-los-desamparados-el-saliente,Virgen de los Desamparados,Imago Beatae Mariae Virginis « Virgen de los desamparados »,Blessed Virgin Mary,Sanctuary of El Saliente,El Saliente,Almeriensis,Almería,Spain,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
nuestra-senora-de-guadalupe-extremadura-guadalup,Nuestra Señora de Guadalupe (Extremadura),Beata Maria Virgo de Guadalupe,Blessed Virgin Mary,Templum B. Mariae Virginis de Guadalupe (Monasterium),Guadalupe (Extremadura),Toletana,Toledo,Spain,1928,1928,retrospective_attestation,Pius PP. XII,,high,1
nuestra-senora-de-la-cinta-huelva,Nuestra Señora de la Cinta,,Blessed Virgin Mary,,Huelva,Onubensis,Huelva,Spain,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
nuestra-senora-de-el-soto-iruz-valle-de-toranzo,Nuestra Señora de El Soto,"Beata Maria Virgo a nemore, seu « Nuestra Señora de El Soto »",Blessed Virgin Mary,"Templum (cum coenobio) B. M. V. « Nuestra Señora de El Soto », Carmelitis Discalceatis creditum",Iruz (Valle de Toranzo),Santanderiensis,Santander,Spain,,,papal_coronation_act,Ioannes PP. XXIII,"Iosephus Eguino Trecu, Episcopus Santanderiensis (Santanderiensis Ordinarius)",high,1
nuestra-senora-del-carmen-jerez-de-la-frontera,Nuestra Señora del Carmen,Beata Maria Virgo de Monte Carmelo,Blessed Virgin Mary,ecclesia conventualis Carmelitarum Antiquae Observantiae (church of El Carmen),Jerez de la Frontera,Hispalensis,Seville,Spain,1925,1925,retrospective_attestation,Paulus PP. VI,,medium,1
mare-de-deu-de-paret-delgada-la-selva-del-camp,Mare de Déu de Paret Delgada,Beata Maria Virgo titulo « Mare de Déu de Paret-Delgada »,Blessed Virgin Mary,Sanctuarium « Mare de Déu de Paret-Delgada »,La Selva del Camp,Tarraconensis,Tarragona,Spain,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
nuestra-senora-de-inodejo-las-fraguas-soria,Nuestra Señora de Inodejo,Nostra Domina « de Indejo »,Blessed Virgin Mary,Ecclesia oppidi Las Fraguas,Las Fraguas (Soria),Oxomensis-Sorianus,Osma-Soria,Spain,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
beata-maria-virgo-de-lluch-lluc,,Beata Maria Virgo « de Lluch »,Blessed Virgin Mary,Sanctuarium (Collegium Sanctae Mariae) Beatae Mariae Virginis « de Lluch »,Lluc,Maioricensis,Mallorca (Majorca),Spain,,,retrospective_attestation,Ioannes PP. XXIII,,medium,1
virgen-de-los-ojos-grandes-lugo,Virgen de Los Ojos Grandes,,Blessed Virgin Mary,Catedral de Santa María (Ojos Grandes),Lugo,,,Spain,1904-08-15,1904-08-15,chapter_decree,,,medium,1
nuestra-senora-de-montserrat-la-moreneta-montser,"Nuestra Señora de Montserrat, La Moreneta",,Blessed Virgin Mary,Monestir de Montserrat,Montserrat,,,Spain,1881-09-11,1881-09-11,chapter_decree,,,medium,1
virgen-de-vallivana-morella,Virgen de Vallivana,Imago Deiparae quae vulgo a « Vallivana » appellatur,Blessed Virgin Mary,"Ecclesia paroecialis B. M. V. in Caelum Assumptae, Morella (« Santa María la Mayor »)",Morella,Dertosensis,Tortosa,Spain,,,retrospective_attestation,Pius PP. XII,,low,1
nuestra-senore-de-monserrate-orihuela,Nuestra Señore De Monserrate,,Blessed Virgin Mary,Santuario de Nuestra Señora de Monserrate,Orihuela,,,Spain,1920-05-31,1920-05-31; 1959,chapter_decree,,,medium,2
mare-de-deu-de-la-salut-virgen-de-la-salud-palma,"Mare de Déu de la Salut, Virgen de la Salud",,Blessed Virgin Mary,Sant Miquel,Palma de Mallorca,,,Spain,1931-09-13,1931-09-13,chapter_decree,,,low,1
nuestra-senora-de-los-milagros-palos-de-la-front,Nuestra Señora de los Milagros,Beata Maria Virgo titulo « Nuestra Señora de los Milagros »,Blessed Virgin Mary,Monasterium franciscale « de la Rábida »,Palos de la Frontera,Onubensis,Huelva,Spain,1993-06-14,1993-06-14,papal_personal_coronation,Ioannes Paulus PP. II,,high,1
nuestra-senora-de-la-encina-virgen-de-la-encina,"Nuestra Señora De La Encina, Virgen De La Encina",Beata Maria Virgo « de la Encina »,Blessed Virgin Mary,Ecclesia paroecialis (Sanctuarium) B. M. V. « de la Encina »,Ponferrada (region « El Bierzo »),Asturicensis,Astorga,Spain,1908-09-08,1908-09-08,chapter_decree,Pius PP. XII,,high,2
mare-de-deu-de-la-misericordia-reus,Mare de Déu de La Misericòrdia,,Blessed Virgin Mary,Santuari de la Mare de Déu de Misericòrdia,Reus,,,Spain,1904-10-09,1904-10-09,chapter_decree,,,medium,1
virgen-del-coro-san-sebastian-urbs-sancti-sebast,Virgen del Coro,Beata Maria Virgo a Choro (sub titulo «del Coro»),Blessed Virgin Mary,Ecclesia paroecialis matrix Sanctae Mariae,San Sebastian (Urbs Sancti Sebastiani),Victoriensis,Vitoria,Spain,,,papal_coronation_act,Pius PP. XII,,high,1
nuestra-senora-de-la-esperanza-esperanza-de-tria,Nuestra Señora de la Esperanza (Esperanza de Triana),"effigies B. Mariae Virg., vulgo « de Nuestra Señora de la Esperanza Macarena »",Blessed Virgin Mary,"Basílica de la Macarena (the temple recently built for her, per the text)",Seville (Hispalis),Hispalensis,Seville,Spain,1964-05-31,1964-05-31,papal_coronation_act,Ioannes Paulus PP. II; Paulus PP. VI,"Iosephus M. S. R. E. Cardinalis Bueno Monreal, olim Archiepiscopus Hispalensis",high,2
nuestra-senora-del-pino-teror-gran-canaria,Nuestra Señora del Pino,,Blessed Virgin Mary,Basílica de Nuestra Señora del Pino,Teror (Gran Canaria),,,Spain,1905-09-07,1905-09-07,chapter_decree,,,medium,1
nuestra-senora-del-sagrario-toledo-toletum,Nuestra Señora del Sagrario,Virgo a Sacrario,Blessed Virgin Mary,Cathedrale templum Toletanum (primatial cathedral of Toledo),Toledo (Toletum),Toletana,Toledo,Spain,,,retrospective_attestation,Pius PP. XI,,medium,1
nuestra-senora-de-los-desamparados-mare-de-deu-d,Nuestra Señora de los Desamparados / Mare de Déu dels Desamparats,"Beata Maria Virgo, Mater Desertorum",Blessed Virgin Mary,"Templum B. Mariae Virginis Matris Desertorum, vulgo « Regalis Cappella »",Valencia,Valentina,Valencia,Spain,1923,1923,retrospective_attestation,Pius PP. XII,,high,1
unsere-liebe-frau-von-einsiedeln-our-lady-of-the,Unsere Liebe Frau von Einsiedeln (Our Lady of the Hermits),prodigiosum « eremitarum Dominae » simulacrum,Blessed Virgin Mary,Templum et coenobium Einsidlense (Benedictine abbey of Einsiedeln),Einsiedeln,,,Switzerland,,,papal_legate_deputation,Pius PP. XI,"Alafridus Ildefonsus S. R. E. Card. Schuster, Archiepiscopus Mediolanensis",medium,1
notre-dame-de-fribourg-fribourg,Notre-Dame de Fribourg,Beatae Mariae Virginis simulacrum (Nostrae Dominae),Blessed Virgin Mary,Templum conlegiale Nostrae Dominae,Fribourg,"Lausannensis, Genevensis et Friburgensis","Lausanne, Genève et Fribourg",Switzerland,,,retrospective_attestation,Pius PP. XI,,high,1
notre-dame-de-geneve-geneva,Notre-Dame de Genève,statua Immaculatae Deiparae,Blessed Virgin Mary,Templum B. Mariae V. Immaculatae Genevae (Basilica Minor),Geneva,"Lausannensis, Genevensis et Friburgensis","Lausanne, Genève et Fribourg",Switzerland,1937,1937,retrospective_attestation,Pius PP. XII,,high,1
madonna-del-sasso-locarno,Madonna del Sasso,"ligneum affabre sculptum simulacrum B. Mariae Virg. a Saxo, in ulnis Puerum Iesum gestantis",Blessed Virgin Mary,Templum B. Mariae Virg. a Saxo (Ord. Fratrum Minorum Capulatorum),Locarno,Luganensis,Lugano,Switzerland,1880,1880,retrospective_attestation,Benedictus PP. XV,,high,1
beata-maria-virgo-a-miraculis-morbio-inferiore,,Beata Maria Virgo « a Miraculis »,Blessed Virgin Mary,"Marialis aedicula adjoining the parish church of Morbio Inferiore (ancient fresco, 'vetustam Beatae Mariae Virginis udo illitam effigiem')",Morbio Inferiore,Luganensis,Lugano,Switzerland,1927,1927,retrospective_attestation,Ioannes PP. XXIII,,medium,1
santa-maria-draperis-istanbul,Santa Maria Draperis,,Blessed Virgin Mary,Santa Maria Draperis,Istanbul,,,Turkey,1911-03-25,1911-03-25,chapter_decree,,,medium,1
our-lady-queen-of-africa-lodonga-lodonga-west-ni,"Our Lady Queen of Africa, Lodonga","ligneum Mariale simulacrum, Beata Maria Virgo Omnium Gratiarum Conciliatrix, « Sultana » seu « Domina Africae »",Blessed Virgin Mary,"ecclesia oppidi « Lodonga », consecrated 1954 and dedicated to B.M.V. Omnium Gratiarum Conciliatrix","Lodonga, West Nile",Aruaensis,Arua,Uganda,,,retrospective_attestation,Ioannes PP. XXIII,,medium,1
matka-boza-berdyczowska-berdychiv-berdyczow-berd,Matka Boża Berdyczowska (Berdychiv),Beata Maria Virgo de Monte Carmelo,Blessed Virgin Mary with Child (Our Lady of the Snows type),"Sanctuarium B.M.V. de Monte Carmelo, « Berdicev »",Berdyczów (Berdychiv),Zytomeriensis,Zhytomyr,Ukraine,1756-07-16,1756-07-16,chapter_decree,Ioannes Paulus PP. II,,high,2
matka-boza-bolszowiecka-bolszowce-bilshivtsi,Matka Boża Bołszowiecka,,Blessed Virgin Mary with Child (Nikopoia),,Bołszowce (Bilshivtsi),,,Ukraine,1777-08-15,1777-08-15,chapter_decree,,,medium,1
matka-boza-latyczowska-latyczow-letychiv,Matka Boża Latyczowska,,Blessed Virgin Mary with Child (Our Lady of the Snows type),,Latyczów (Letychiv),,,Ukraine,1778-10-04,1778-10-04,chapter_decree,,,medium,1
vetustissima-deiparae-imago-leopolis-lviv,,vetustissima Deiparae Imago,Blessed Virgin Mary,"Ecclesia metropolitana Leopoliensis Latinorum, sub titulo B. M. Virginis in coelum Assumptae",Leopolis (Lviv),Leopoliensis Latinorum,Lviv (Latin archdiocese),Ukraine,1762,1762,retrospective_attestation,Pius PP. X,,medium,1
matka-boza-rozancowa-zwycieska-lwow-lviv-dominic,Matka Boża Różańcowa Zwycięska,,Blessed Virgin Mary with Child (Hodegetria),,"Lwów (Lviv), Dominicans",,,Ukraine,1751-07-01,1751-07-01,chapter_decree,,,medium,1
obraz-matki-bozej-laskawej-pani-lwowa-our-lady-o,"Obraz Matki Bożej Łaskawej, Pani Lwowa (Our Lady of Grace, Lady of Lviv; « Śliczna Gwiazda miasta Lwowa »)",,Blessed Virgin Mary (Queen of Heaven),,"Lwów (Lviv), Latin cathedral",Leopolitana,Lviv of the Latins,Ukraine,1776-05-12,1776-05-12; 2001-06-26,chapter_decree,Ioannes Paulus PP. II,,high,2
matka-boza-miedzyrzecka-miedzyrzecz-ostrogski-ve,Matka Boża Międzyrzecka,,Blessed Virgin Mary with Child (Hodegetria),,Międzyrzecz Ostrogski (Velyki Mezhyrichi),,,Ukraine,1779-08-15,1779-08-15,chapter_decree,,,medium,1
santa-maria-della-nativita-pozcaioviens-luceorie,"Santa Maria della Natività Pozcaioviens, Luceorien diaecesis",,Blessed Virgin Mary with Child (Glykophilousa),Poczajów (diocese of Łuck),Poczajów (Pochaiv),,,Ukraine,1773-09-08,1773-09-08,chapter_decree,,,medium,2
matka-boza-podkamienska-rozancowa-podkamien-pidk,Matka Boża Podkamieńska (Różańcowa),,Blessed Virgin Mary with Child (Our Lady of the Snows type),,"Podkamień (Pidkamin), Dominican convent",,,Ukraine,1723-08-15,1723-08-15,chapter_decree,,,medium,1
matka-boza-sokalska-sokal,Matka Boża Sokalska,,Blessed Virgin Mary with Child (Hodegetria),,Sokal,,,Ukraine,1724-09-08,1724-09-08,chapter_decree,,,medium,1
matka-boza-lucka-rozancowa-luck-lutsk-dominicans,Matka Boża Łucka (Różańcowa),,Blessed Virgin Mary with Child (Our Lady of the Snows type),,"Łuck (Lutsk), Dominicans",,,Ukraine,1749-09-08,1749-09-08,chapter_decree,,,medium,1
la-virgen-de-los-treinta-y-tres-florida,la Virgen de los Treinta y Tres,"parvum Beatae Mariae Virginis simulacrum, ex ligno exsculptum, Floridensis Virgo",Blessed Virgin Mary,Templum princeps (cathedralis ecclesia) urbis Floridensis,Florida,Floridensis,Florida,Uruguay,,,retrospective_attestation,Ioannes PP. XXIII,,high,2
l-immacolata-concezione-mosaic-in-the-cappella-d,L'Immacolata Concezione (mosaic in the Cappella del Coro),,Blessed Virgin Mary,"Basilica of St Peter in the Vatican, Cappella del Coro (on the site of Sixtus IV's chapel of the Immaculate Conception)",Vatican City / Rome,,,Vatican City,1869-12-08,1869-12-08,papal_personal_coronation,Ioannes PP. XXIII,,medium,1
nuestra-senora-de-la-soledad-caracas,Nuestra Señora de la Soledad,Imago Beatae Mariae Virginis « Nuestra Señora de la Soledad »,Blessed Virgin Mary,"church of St Francis of Assisi, Caracas",Caracas,Caracensis,Caracas,Venezuela,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
nuestra-senora-de-guadalupe-de-el-carrizal-el-ca,Nuestra Señora de Guadalupe de El Carrizal,,Blessed Virgin Mary,,El Carrizal,Corensis,Coro,Venezuela,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
virgen-del-valle-el-valle-del-espiritu-santo-isl,Virgen del Valle,,Blessed Virgin Mary,Basílica menor de Nuestra Señora del Valle,El Valle del Espíritu Santo (Isla Margarita),,,Venezuela,1911-09-08,1911-09-08,chapter_decree,,,medium,1
nuestra-senora-de-coromoto-guanare,Nuestra Señora de Coromoto,B. Maria Virgo de Coromoto,Blessed Virgin Mary,"sanctuary of Our Lady of Coromoto, Guanare (the image 'será venerada en su nueva Basílica'); coronation performed on the explanada de Montalbán, Caracas",Guanare,Barquisimetensis,Barquisimeto,Venezuela,1952-09-12,1952-09-12; 1985-01-27,papal_legate_deputation,Ioannes Paulus PP. II; Pius PP. XII,"Manuel Arteaga y Betancourt, Cardinal, Archbishop of San Cristóbal de La Habana",high,4
nuestra-senora-de-chiquinquira-maracaibo,Nuestra Senora de Chiquinquira,Beata Maria Virgo de la Chiquinquira,Blessed Virgin Mary,Parish church of St John of God (San Juan de Dios),Maracaibo,Zuliensis,Zulia (Maracaibo),Venezuela,,,retrospective_attestation,Benedictus PP. XV,,high,1
nuestra-senora-del-socorro-valentia-valencia,Nuestra Señora del Socorro,imago Beatae Mariae Virginis de Succursu,Blessed Virgin Mary,cathedralis ecclesia Valentina,Valentia (Valencia),Valentina in Venezuela,Valencia (Venezuela),Venezuela,1910,1910,retrospective_attestation,Ioannes PP. XXIII,,high,1
image,,,,,,,,,,,norms,Pius PP. X,,high,1
image-2,,,,,,,,,,,norms,Paulus PP. VI,,high,1
beatissima-vergine-detta-di-s-luca,Beatissima Vergine detta di S. Luca,,Blessed Virgin Mary,,,,,,,,chapter_decree,,,medium,1
